Starting fitting with 32 workers on previous 1000 parameter combinations...

=== 1000 Iterations Results ===
Total experiments: 1500

Top 1000 results by MeanFitness:
1000×11 DataFrame
  Row │ NewLayer    RemoveLayer  NewNeuron    RemoveNeuron  NewRule     RemoveRule  NewInput    RemoveInput  MeanFitness  MaxFitness  SuccessfulSimulations
      │ Float64     Float64      Float64      Float64       Float64     Float64     Float64     Float64      Float64      Float64     UInt16
──────┼─────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
  209 │  0.156939    0.100187     0.15573       0.0175013    0.103173     0.135464   0.116401    0.0775203      0.910417     0.9375                       0
  210 │  0.161939    0.105187     0.15073       0.0175013    0.103173     0.135464   0.116401    0.0775203      0.910417     0.96875                      0
  211 │  0.161939    0.105187     0.16073       0.0225013    0.103173     0.135464   0.116401    0.0775203      0.910417     0.96875                      0
  212 │  1.16194     0.110187     0.15573       0.0175013    0.103173     0.135464   0.116401    0.0775203      0.910417     0.96875                      0
  213 │ -0.864448    0.00252417   0.121423      0.0586438    0.159795     0.161512   0.0677093   0.0650219      0.910417     0.96875                      0
  214 │  0.135552    0.00752417   0.121423      0.0536438    0.159795     0.161512   0.0677093   0.0650219      0.910417     1.0                          1
  215 │  0.135552    0.00752417   0.121423      0.0586438    0.159795     0.161512   0.0677093   0.0650219      0.910417     0.9375                       0
  216 │  0.135552    0.00752417   0.121423      0.0586438    0.159795     0.161512   0.0677093   0.0650219      0.910417     1.0                          1
  217 │  0.135552    0.0125242    0.121423      0.0586438    0.159795     0.161512   0.0677093   0.0650219      0.910417     0.96875                      0
  218 │  0.135552    0.00752417   0.126423      0.0586438    0.159795     0.161512   0.0677093   0.0650219      0.910417     1.0                          1
  219 │  1.13555    -0.992476     0.121423      0.0586438    0.159795     0.161512   0.0677093   0.0650219      0.910417     0.96875                      0
  220 │  0.135552    0.00752417   1.12142      -0.941356     0.159795     0.161512   0.0677093   0.0650219      0.910417     0.96875                      0
  221 │  1.13555     0.00752417   0.121423      0.0586438    0.159795     0.161512   0.0677093   0.0650219      0.910417     0.96875                      0
  222 │  0.0594573   0.0668547    0.00795792    0.0502602    0.195434     0.155861   0.151906    0.10853        0.910417     0.96875                      0
  223 │  1.05946     0.0618547    0.00795792    0.0502602    0.195434     0.150861   0.151906    0.10853        0.910417     0.96875                      0
  224 │  0.182744    0.0579462    0.188879      0.00834448   0.191051     0.146533   0.181267    0.0744286      0.910417     0.9375                       0
  225 │  0.182744    0.0529462    0.188879      0.00834448   0.191051     0.146533   0.186267    0.0744286      0.910417     0.96875                      0
  226 │  0.187744    0.0579462    0.188879      0.00834448   0.191051     0.146533   0.186267    0.0744286      0.910417     0.96875                      0
  227 │  0.182744    0.0579462    0.188879      0.00834448   0.191051     0.146533   0.191267    0.0794286      0.910417     0.96875                      0
  228 │  0.12769    -0.9718       0.147246      0.0526225    0.0546398    0.180279   0.0910361   0.0943802      0.908333     0.96875                      0
  229 │  0.12769     0.0282001    0.147246      0.0526225    0.0546398    0.180279   0.0960361   0.0993802      0.908333     0.96875                      0
  230 │  0.152156   -0.888254     0.00321785    0.123535     0.121457     0.116945   0.0810814   0.0397341      0.908333     0.96875                      0
  231 │  0.152156    0.111746     1.00322       0.118535     0.121457     0.116945   0.0810814   0.0397341      0.908333     0.96875                      0
  232 │  0.182333    0.122338    -0.876091      0.146437     0.0965279    0.187423   0.0794977   0.00690045     0.908333     0.96875                      0
  233 │  0.182333    0.122338     0.128909     -0.853563     0.0965279    0.187423   0.0794977   0.00690045     0.908333     0.9375                       0
  234 │  1.18233    -0.877662     0.123909      0.146437     0.0965279    0.187423   0.0794977   0.00690045     0.908333     0.96875                      0
  235 │  0.183335    0.125354     0.0449128     0.0897412    0.121659     0.186293   0.0802727  -0.911618       0.908333     1.0                          1
  236 │  0.183335    0.125354     0.0449128     0.0897412    0.121659     0.186293   0.0802727   0.0883816      0.908333     0.96875                      0
  237 │  0.183335   -0.874646     0.0449128     0.0897412    0.121659     0.186293   0.0852727   0.0883816      0.908333     0.9375                       0
  238 │  0.183335    0.125354     0.0449128     0.0947412    0.121659     0.186293   0.0852727   0.0883816      0.908333     1.0                          2
  239 │  0.183335    0.125354     0.0499128     0.0947412    0.121659     0.186293   0.0852727   0.0883816      0.908333     0.96875                      0
  240 │  0.0814545   0.0745212    0.158857      0.00540739   0.134643     0.103979  -0.928419   -0.967529       0.908333     0.96875                      0
  241 │  0.0764545   0.0695212    0.158857      0.00540739   0.134643     0.103979   0.0715813   0.0324708      0.908333     1.0                          1
  242 │  0.0814545   0.0745212    0.158857      0.00540739   0.129643     0.108979   0.0715813   0.0324708      0.908333     1.0                          1
  243 │  0.0814545   0.0745212    0.158857      0.00540739   0.134643     0.103979   0.0665813   0.0374708      0.908333     0.9375                       0
  244 │  0.0814545   0.0745212    0.158857      0.00040739   0.134643     0.103979   0.0715813   0.0324708      0.908333     0.9375                       0
  245 │  0.0814545   0.0745212    0.158857      0.00540739   0.134643     0.103979   0.0765813   0.0374708      0.908333     1.0                          1
  246 │  0.0814545   0.0745212    0.158857      0.00540739   0.134643     0.103979   1.07158     0.0274708      0.908333     1.0                          1
  247 │  0.0814545   0.0745212    1.15886       0.00540739   0.134643     0.103979   0.0715813   0.0324708      0.908333     0.96875                      0
  248 │  0.0229274   0.012226     0.141449      0.0148304    0.123898     0.188252   0.0299218   0.0389143      0.908333     1.0                          1
  249 │  0.0279274  -0.982774     0.141449      0.0148304    0.123898     0.188252   0.0299218   0.0389143      0.908333     0.96875                      0
  250 │  0.0279274   0.017226     0.141449      0.0148304    0.123898     0.188252   0.0299218   0.0389143      0.908333     1.0                          2
  251 │ -0.838209    0.0293425    0.0965648     0.044201     0.1434       0.133013   0.133041    0.146628       0.908333     0.9375                       0
  252 │ -0.838209    0.0343425    0.0965648     0.044201     0.1434       0.133013   0.133041    0.146628       0.908333     1.0                          1
  253 │  0.156791   -0.965658     0.0965648     0.044201     0.1434       0.133013   0.133041    0.146628       0.908333     1.0                          1
  254 │  0.161791    0.0343425    0.0915648    -0.955799     0.1434       0.133013   0.133041    0.146628       0.908333     0.96875                      0
  255 │  0.161791    0.0343425    0.0965648     0.039201     0.1434       0.133013   0.133041    0.146628       0.908333     1.0                          1
  256 │  0.161791    0.0343425    0.0965648     0.044201     0.1434       0.133013   0.138041   -0.853372       0.908333     0.96875                      0
  257 │  0.162626    0.169187     0.128882      0.0833369    0.116215     0.166546   0.0818039   0.0781038      0.908333     1.0                          2
  258 │  0.162626    0.169187     0.133882      0.0833369    0.111215     0.171546   0.0818039   0.0781038      0.908333     1.0                          1
  259 │  0.162626   -0.830813     0.133882      0.0833369    0.116215     0.166546   0.0818039   0.0781038      0.908333     1.0                          1
  260 │  0.162626    0.164187     0.133882      0.0833369    0.116215     0.166546   0.0818039   0.0781038      0.908333     0.96875                      0
  261 │  0.162626    0.169187     0.138882      0.0783369    0.116215     0.166546   0.0818039   0.0781038      0.908333     1.0                          1
  262 │  0.148331    0.087875    -0.836861     -0.00055497   0.185335     0.137078   0.0770766   0.0910401      0.908333     1.0                          1
  263 │  0.148331    0.087875     0.163139      0.00444503  -0.814665     0.137078   0.0770766   0.0910401      0.908333     0.96875                      0
  264 │  0.143331   -0.912125     0.163139      0.00444503   0.185335     0.137078   0.0770766   0.0910401      0.908333     0.9375                       0
  265 │  0.148331    0.087875     0.158139     -0.995555     0.185335     0.137078   0.0770766   0.0910401      0.908333     0.96875                      0
  266 │  0.148331    0.087875     0.158139     -0.00055497   0.185335     0.137078   0.0770766   0.0910401      0.908333     0.96875                      0
  267 │  0.148331    0.087875     0.163139     -0.00055497   0.185335     0.137078   0.0770766   0.0910401      0.908333     0.96875                      0
  268 │  0.148331    0.087875     0.168139     -0.00055497   0.185335     0.137078   0.0770766   0.0910401      0.908333     0.96875                      0
  269 │  0.0597396   0.0177965    0.00739434    0.189724     0.160364     0.182053   0.144495    0.0779669      0.908333     0.96875                      0
  270 │  0.0597396   0.0227965    0.00739434    0.189724     0.160364     0.182053   0.144495    0.0779669      0.908333     1.0                          1
  271 │  0.0891494   0.122576     0.0098985     0.0721466    0.158136     0.13053    0.183831    0.094325       0.908333     1.0                          1
  272 │  0.0841494   0.122576     0.0148985     0.0771466    0.158136     0.13053    0.183831    0.094325       0.908333     0.96875                      0
  273 │  0.0891494   0.122576     0.0148985     0.0771466    0.158136     0.13053    0.183831    0.089325       0.908333     0.96875                      0
  274 │  0.0891494   0.122576     0.0148985     0.0771466    0.158136     0.13053    0.188831    0.099325       0.908333     0.96875                      0
  275 │  1.08915     0.117576     0.0148985     0.0771466    0.158136     0.13053    0.183831    0.094325       0.908333     0.96875                      0
  276 │  0.0891494   0.122576     1.0149        0.0771466    0.158136     0.13053    0.183831    0.094325       0.908333     0.96875                      0
  277 │  0.0891494   0.122576     1.0149        0.0821466    0.158136     0.13053    0.183831    0.094325       0.908333     1.0                          1
  278 │  0.161939   -0.894813     0.15573       0.0175013    0.103173     0.135464   0.116401    0.0775203      0.908333     0.96875                      0
  279 │  0.161939    0.105187     0.15573       0.0175013    0.103173     0.135464   0.116401    0.0775203      0.908333     0.96875                      0
  280 │  0.166939   -0.894813     0.15573       0.0175013    0.103173     0.135464   0.116401    0.0775203      0.908333     1.0                          1
  281 │  0.161939    0.105187     0.16073      -0.982499     0.103173     0.135464   0.116401    0.0775203      0.908333     1.0                          1
  282 │  0.161939    0.105187     0.15573       0.0175013    0.103173     0.135464   0.121401   -0.92248        0.908333     0.96875                      0
  283 │  0.135552    0.00752417  -0.878577      0.0586438    0.159795     0.161512   0.0677093   0.0650219      0.908333     1.0                          1
  284 │  0.135552    0.00752417   0.116423      0.0536438    0.159795     0.161512   0.0677093   0.0650219      0.908333     0.96875                      0
  285 │  0.135552    0.00752417   0.121423      0.0586438    0.154795     0.156512   0.0677093   0.0650219      0.908333     0.96875                      0
  286 │  0.135552    0.00752417   0.121423      0.0586438    0.159795     0.156512   0.0677093   0.0650219      0.908333     0.96875                      0
  287 │  0.135552    0.00752417   0.121423      0.0586438    0.159795     0.161512   0.0727093   0.0650219      0.908333     0.96875                      0
  288 │  1.13555     0.00252417   0.121423      0.0586438    0.159795     0.161512   0.0677093   0.0650219      0.908333     0.96875                      0
  289 │  0.0594573   0.0668547    0.00295792    0.0452602    0.195434     0.150861   0.151906    0.10853        0.908333     0.96875                      0
  290 │  0.182744    0.0579462    0.188879      0.00834448   0.186051     0.146533   0.186267    0.0744286      0.908333     1.0                          1
  291 │  0.182744    0.0579462    0.193879      0.00334448   0.191051     0.146533   0.186267    0.0744286      0.908333     0.9375                       0
  292 │  0.12769     0.0282001    0.147246      0.0526225    0.0496398    0.175279   0.0910361   0.0943802      0.90625      0.96875                      0
  293 │  0.12769     0.0282001    0.147246      0.0526225    0.0546398    0.180279   0.0860361   0.0893802      0.90625      1.0                          1
  294 │  0.12769     0.0282001    0.147246      0.0526225    0.0546398    0.180279   0.0910361   0.0943802      0.90625      0.96875                      0
  295 │  0.12769     0.0282001    0.147246      0.0526225    0.0546398    0.180279   0.0910361   0.0993802      0.90625      0.9375                       0
  296 │  0.152156    0.111746    -0.00178215    0.118535     0.121457     0.116945   0.0810814   0.0397341      0.90625      1.0                          1
  297 │  0.152156    0.111746     0.00321785    0.123535     0.121457     0.116945   0.0860814   0.0397341      0.90625      1.0                          1
  298 │  0.182333    0.122338    -0.876091     -0.853563     0.0965279    0.187423   0.0794977   0.00690045     0.90625      1.0                          2
  299 │  0.182333    0.122338    -0.876091      0.141437     0.0965279    0.187423   0.0794977   0.00690045     0.90625      0.96875                      0
  300 │  0.182333    0.122338     0.123909      0.146437     0.0965279    0.187423   0.0844977  -0.9931         0.90625      0.9375                       0
  301 │  0.182333    0.122338     0.123909      0.146437     0.101528     0.182423   0.0794977   0.00690045     0.90625      0.96875                      0
  302 │  0.182333    0.122338     0.123909      0.146437     0.101528     0.187423   0.0794977   0.00690045     0.90625      0.96875                      0
  303 │  0.183335    0.125354    -0.955087      0.0947412    0.121659     0.186293   0.0852727   0.0883816      0.90625      0.96875                      0
  304 │  0.178335    0.130354     0.0449128     0.0897412    0.121659     0.186293   0.0852727   0.0883816      0.90625      0.96875                      0
  305 │  0.183335    0.125354     0.0449128     0.0897412    0.121659     0.186293   0.0852727   0.0933816      0.90625      0.96875                      0
  306 │  0.188335    0.130354     0.0449128     0.0897412    0.121659     0.186293   0.0852727   0.0883816      0.90625      0.96875                      0
  307 │  0.183335    0.125354     1.04491       0.0947412    0.121659     0.186293   0.0852727   0.0883816      0.90625      1.0                          1
  308 │ -0.918546    0.0695212    0.158857      0.00540739   0.134643     0.103979   0.0715813   0.0324708      0.90625      1.0                          1
  309 │  0.0814545   0.0745212    0.153857      0.00540739   0.134643     0.103979   0.0715813   0.0324708      0.90625      0.9375                       0
  310 │  0.0814545   0.0745212    0.153857      0.0104074    0.134643     0.103979   0.0715813   0.0324708      0.90625      1.0                          1
  311 │  0.0814545   0.0745212    0.158857      0.00540739   0.134643     0.103979   0.0715813  -0.967529       0.90625      0.96875                      0
  312 │  0.0814545   0.0795212    0.158857      0.00540739   0.134643     0.103979   0.0715813   0.0324708      0.90625      1.0                          1
  313 │  0.0814545   0.0745212    0.158857      0.0104074    0.134643     0.103979   0.0715813   0.0324708      0.90625      0.9375                       0
  314 │  1.08145     0.0695212    0.158857      0.00540739   0.134643     0.103979   0.0715813   0.0324708      0.90625      0.9375                       0
  315 │  0.0279274   0.017226    -0.858551      0.0098304    0.123898     0.188252   0.0299218   0.0389143      0.90625      1.0                          1
  316 │  0.0279274   0.017226    -0.858551      0.0148304    0.123898     0.188252   0.0299218   0.0389143      0.90625      1.0                          1
  317 │  0.0229274  -0.982774     0.141449      0.0148304    0.123898     0.188252   0.0299218   0.0389143      0.90625      1.0                          1
  318 │  0.0279274   0.017226     0.141449      0.0148304    0.123898     0.183252   0.0299218   0.0389143      0.90625      1.0                          1
  319 │  0.0329274   0.022226     0.141449      0.0148304    0.123898     0.188252   0.0299218   0.0389143      0.90625      0.96875                      0
  320 │  0.161791    0.0343425   -0.903435      0.049201     0.1434       0.133013   0.133041    0.146628       0.90625      0.96875                      0
  321 │  0.161791    0.0343425    0.0965648     0.044201     0.1434       0.133013   0.128041   -0.853372       0.90625      0.96875                      0
  322 │  0.161791    0.0343425    0.0915648     0.044201     0.1434       0.133013   0.133041    0.146628       0.90625      0.9375                       0
  323 │  0.156791    0.0393425    0.0965648     0.044201     0.1434       0.133013   0.133041    0.146628       0.90625      0.96875                      0
  324 │  0.161791    0.0343425    0.0965648     0.044201     0.1384       0.138013   0.133041    0.146628       0.90625      0.96875                      0
  325 │  0.161791    0.0343425    0.0965648     0.044201     0.1434       0.133013   0.133041   -0.853372       0.90625      0.9375                       0
  326 │  0.161791    0.0343425    0.0965648     0.044201     0.1434       0.128013   0.133041    0.146628       0.90625      0.96875                      0
  327 │  0.161791    0.0393425    0.0965648     0.044201     0.1434       0.133013   0.133041    0.146628       0.90625      0.9375                       0
  328 │  0.161791    0.0343425    0.101565      0.039201     0.1434       0.133013   0.133041    0.146628       0.90625      1.0                          1
  329 │  0.161791    0.0343425    0.101565      0.044201     0.1434       0.133013   0.133041    0.146628       0.90625      0.96875                      0
  330 │  0.161791    0.0343425    1.09656       0.039201     0.1434       0.133013   0.133041    0.146628       0.90625      0.9375                       0
  331 │  1.16179     1.03434      0.0965648     0.044201     0.1434       0.133013   0.133041    0.146628       0.90625      0.96875                      0
  332 │  0.162626    0.169187     0.133882      0.0833369    0.116215     0.166546  -0.918196    0.0731038      0.90625      0.96875                      0
  333 │  0.162626    0.169187     0.128882      0.0883369    0.116215     0.166546   0.0818039   0.0781038      0.90625      0.96875                      0
  334 │  0.162626    0.169187     0.133882      0.0833369    0.116215     0.166546   0.0818039  -0.921896       0.90625      0.9375                       0
  335 │  0.162626    0.169187     0.133882      0.0833369    0.116215     0.166546   0.0818039   0.0731038      0.90625      1.0                          1
  336 │  0.162626    0.169187     0.133882      0.0833369    0.116215     0.166546   0.0818039   0.0781038      0.90625      0.96875                      0
  337 │  0.162626    0.169187     0.133882      0.0833369    0.116215     0.166546   0.0818039   0.0781038      0.90625      1.0                          1
  338 │  0.162626    0.169187     0.133882      0.0833369    0.121215     0.166546   0.0818039   0.0781038      0.90625      0.96875                      0
  339 │  0.162626    0.169187     0.133882      0.0833369    0.116215     0.166546   0.0868039   0.0831038      0.90625      1.0                          1
  340 │  0.162626    0.169187     1.13388      -0.916663     0.116215     0.166546   0.0818039   0.0781038      0.90625      0.96875                      0
  341 │  1.16263     0.169187     0.133882      0.0833369    0.116215     0.166546   0.0818039   0.0781038      0.90625      0.96875                      0
  342 │  0.162626    0.169187     1.13388       0.0883369    0.116215     0.166546   0.0818039   0.0781038      0.90625      0.96875                      0
  343 │  0.148331    0.087875     0.163139      0.00444503   0.185335     0.137078  -0.922923    0.0860401      0.90625      1.0                          2
  344 │ -0.851669    0.087875     0.163139      0.00444503   0.185335     0.137078   0.0770766   0.0910401      0.90625      0.9375                       0
  345 │  0.148331    0.087875     0.163139      0.00444503   0.185335     0.137078   0.0720766   0.0960401      0.90625      0.96875                      0
  346 │  0.148331    0.087875     0.163139      0.00444503   0.185335     0.137078   0.0770766   0.0860401      0.90625      0.96875                      0
  347 │  0.148331    0.087875     0.163139      0.00444503   0.185335     0.137078   0.0820766   0.0910401      0.90625      1.0                          1
  348 │  0.148331    0.087875     1.16314       0.00444503   0.185335     0.137078   0.0770766   0.0910401      0.90625      0.9375                       0
  349 │  0.0547396   0.0227965    0.00239434   -0.810276     0.160364     0.182053   0.144495    0.0779669      0.90625      0.96875                      0
  350 │  0.0547396   0.0227965    0.00739434    0.189724     0.160364     0.182053   0.139495    0.0829669      0.90625      1.0                          1
  351 │  0.0547396   0.0227965    0.00739434    0.189724     0.160364     0.182053   0.144495    0.0829669      0.90625      0.96875                      0
  352 │ -0.910851    0.127576     0.0148985     0.0771466    0.158136     0.13053    0.183831    0.094325       0.90625      0.9375                       0
  353 │  0.0891494   0.122576     0.0098985     0.0771466    0.158136     0.13053    0.183831    0.094325       0.90625      0.96875                      0
  354 │  0.0891494  -0.877424     0.0148985     0.0771466    0.158136     0.13053    0.183831    0.094325       0.90625      1.0                          1
  355 │  0.0891494   0.122576     0.0148985     0.0721466    0.158136     0.13053    0.183831    0.094325       0.90625      1.0                          1
  356 │  0.0891494   0.122576     0.0148985     0.0771466    0.158136     0.13053    0.183831    0.094325       0.90625      0.96875                      0
  357 │  0.0891494   0.122576     0.0148985     0.0771466    0.158136     0.13053    0.188831    0.094325       0.90625      0.96875                      0
  358 │  0.161939    0.105187     0.15573       0.0175013    0.098173     0.130464   0.116401    0.0775203      0.90625      0.9375                       0
  359 │  0.156939    0.110187     0.15573       0.0175013    0.103173     0.135464   0.116401    0.0775203      0.90625      0.96875                      0
  360 │  0.161939    0.105187     0.15073       0.0225013    0.103173     0.135464   0.116401    0.0775203      0.90625      0.96875                      0
  361 │  0.161939    0.105187     0.15573       0.0175013    0.103173     0.135464   0.111401    0.0825203      0.90625      0.96875                      0
  362 │  0.161939    0.105187     0.15573       0.0175013    0.103173     0.135464   0.116401    0.0775203      0.90625      0.96875                      0
  363 │  0.161939    0.105187     0.15573       0.0175013    0.103173     0.140464   0.116401    0.0775203      0.90625      0.96875                      0
  364 │  0.161939    0.105187     0.15573       0.0175013    0.108173     0.130464   0.116401    0.0775203      0.90625      0.96875                      0
  365 │  0.161939    0.105187     0.16073       0.0175013    0.103173     0.135464   0.116401    0.0775203      0.90625      0.96875                      0
  366 │  1.16194     0.105187     0.15573       0.0175013    0.103173     0.135464   0.116401    0.0775203      0.90625      0.96875                      0
  367 │  1.16194     1.10519      0.15573       0.0175013    0.103173     0.135464   0.116401    0.0775203      0.90625      0.96875                      0
  368 │  0.130552   -0.992476     0.121423      0.0586438    0.159795     0.161512   0.0677093   0.0650219      0.90625      0.96875                      0
  369 │  0.135552    0.00752417   0.121423      0.0586438    0.159795     0.161512   0.0627093   0.0600219      0.90625      0.96875                      0
  370 │  0.135552    0.00752417   0.116423      0.0586438    0.159795     0.161512   0.0677093   0.0650219      0.90625      0.96875                      0
  371 │  0.135552   -0.992476     0.121423      0.0586438    0.159795     0.161512   0.0677093   0.0650219      0.90625      0.96875                      0
  372 │  0.135552    0.00752417   0.121423      0.0586438    0.159795    -0.838488   0.0677093   0.0650219      0.90625      0.96875                      0
  373 │  0.140552   -0.992476     0.121423      0.0586438    0.159795     0.161512   0.0677093   0.0650219      0.90625      0.96875                      0
  374 │  0.135552    0.00752417   0.121423      0.0586438    0.159795     0.161512   0.0727093   0.0700219      0.90625      0.9375                       0
  375 │  1.13555     0.0125242    0.121423      0.0586438    0.159795     0.161512   0.0677093   0.0650219      0.90625      1.0                          1
  376 │  0.0594573   0.0668547    1.00796       0.0502602    0.195434     0.150861   0.151906    0.10853        0.90625      0.9375                       0
  377 │  0.177744    0.0529462    0.188879      0.00834448   0.191051     0.146533   0.186267    0.0744286      0.90625      0.96875                      0
  378 │  0.12769     0.0282001   -0.852754      0.0576225    0.0546398    0.180279   0.0910361   0.0943802      0.904167     0.96875                      0
  379 │  0.12769     0.0282001    0.147246      0.0526225    0.0496398    0.185279   0.0910361   0.0943802      0.904167     0.9375                       0
  380 │  0.13269    -0.9718       0.147246      0.0526225    0.0546398    0.180279   0.0910361   0.0943802      0.904167     1.0                          1
  381 │  0.12769     0.0282001    0.147246      0.0526225    0.0596398    0.180279   0.0910361   0.0943802      0.904167     0.96875                      0
  382 │  0.147156    0.106746     0.00321785    0.123535     0.121457     0.116945   0.0810814   0.0397341      0.904167     0.96875                      0
  383 │  0.152156    0.111746     0.00321785    0.123535     0.116457     0.111945   0.0810814   0.0397341      0.904167     0.96875                      0
  384 │  0.152156    0.111746     0.00321785   -0.876465     0.121457     0.116945   0.0810814   0.0397341      0.904167     1.0                          1
  385 │  0.152156    0.111746     0.00321785    0.123535     0.121457     0.116945   0.0860814   0.0347341      0.904167     1.0                          1
  386 │  0.182333    0.122338     0.123909      0.146437     0.0915279    0.192423   0.0794977   0.00690045     0.904167     0.9375                       0
  387 │  0.182333    0.122338     0.123909      0.146437     0.0965279    0.187423   0.0794977   0.00690045     0.904167     1.0                          1
  388 │  0.182333    0.122338     0.123909      0.146437     0.0965279    0.187423   0.0794977   0.00690045     0.904167     0.96875                      0
  389 │  0.187333    0.122338     0.123909      0.146437     0.0965279    0.187423   0.0794977   0.00690045     0.904167     0.9375                       0
  390 │  0.187333    0.127338     0.123909      0.146437     0.0965279    0.187423   0.0794977   0.00690045     0.904167     1.0                          1
  391 │  1.18233     1.12234      0.123909      0.146437     0.0965279    0.187423   0.0794977   0.00690045     0.904167     0.9375                       0
  392 │  0.183335    0.125354    -0.955087      0.0847412    0.121659     0.186293   0.0852727   0.0883816      0.904167     0.9375                       0
  393 │  0.178335   -0.874646     0.0449128     0.0897412    0.121659     0.186293   0.0852727   0.0883816      0.904167     0.9375                       0
  394 │  0.183335    0.125354     0.0449128     0.0897412    0.121659     0.186293   0.0852727   0.0883816      0.904167     0.96875                      0
  395 │  0.183335    0.130354     0.0449128     0.0897412    0.121659     0.186293   0.0852727   0.0883816      0.904167     0.9375                       0
  396 │  0.183335    0.125354     0.0449128     0.0897412    0.121659     0.186293   0.0902727   0.0833816      0.904167     1.0                          1
  397 │  0.183335    0.125354     0.0499128     0.0897412    0.121659     0.186293   0.0852727   0.0883816      0.904167     0.9375                       0
  398 │  1.18334     0.130354     0.0449128     0.0897412    0.121659     0.186293   0.0852727   0.0883816      0.904167     0.96875                      0
  399 │ -0.918546    0.0745212    0.158857      0.00540739   0.134643     0.103979   0.0715813   0.0324708      0.904167     0.96875                      0
  400 │  0.0814545   0.0745212    0.153857     -0.994593     0.134643     0.103979   0.0715813   0.0324708      0.904167     0.96875                      0
  401 │  0.0764545   0.0745212    0.158857      0.00540739   0.134643     0.103979   0.0715813   0.0324708      0.904167     0.96875                      0
  402 │  0.0814545   0.0745212    1.15886       0.00040739   0.134643     0.103979   0.0715813   0.0324708      0.904167     0.96875                      0
  403 │  1.08145     1.07452      0.158857      0.00540739   0.134643     0.103979   0.0715813   0.0324708      0.904167     0.96875                      0
  404 │  0.0279274   0.017226     0.141449      0.0148304    0.123898     0.188252  -0.970078   -0.961086       0.904167     1.0                          1
  405 │  0.0229274   0.022226     0.141449      0.0148304    0.123898     0.188252   0.0299218   0.0389143      0.904167     0.96875                      0
  406 │  0.0279274   0.017226     0.141449      0.0148304    0.123898     0.188252   0.0299218   0.0389143      0.904167     0.9375                       0
  407 │  0.0279274   0.017226     0.141449      0.0148304    0.123898     0.188252   0.0299218   0.0389143      0.904167     0.96875                      0
  408 │ -0.838209   -0.965658     0.0965648     0.044201     0.1434       0.133013   0.133041    0.146628       0.904167     0.9375                       0
  409 │  0.161791    0.0343425    0.0915648     0.039201     0.1434       0.133013   0.133041    0.146628       0.904167     1.0                          1
  410 │  0.161791    0.0343425    0.0965648     0.044201     0.1434       0.133013   0.128041    0.146628       0.904167     0.9375                       0
  411 │  0.161791    0.0343425    0.0965648     0.044201     0.1484       0.128013   0.133041    0.146628       0.904167     1.0                          1
  412 │  0.166791    0.0343425    0.0965648     0.044201     0.1434       0.133013   0.133041    0.146628       0.904167     0.9375                       0
  413 │  0.161791    0.0343425    0.0965648     0.044201     0.1484       0.133013   0.133041    0.146628       0.904167     0.96875                      0
  414 │  0.161791    0.0343425    0.101565      0.049201     0.1434       0.133013   0.133041    0.146628       0.904167     1.0                          1
  415 │  0.161791    0.0343425    0.0965648     0.044201     0.1434       0.133013   0.138041    0.151628       0.904167     0.96875                      0
  416 │  1.16179     0.0293425    0.0965648     0.044201     0.1434       0.133013   0.133041    0.146628       0.904167     0.9375                       0
  417 │ -0.837374    0.169187     0.133882      0.0833369    0.116215     0.166546   0.0818039   0.0781038      0.904167     0.9375                       0
  418 │  0.162626    0.169187     0.128882      0.0783369    0.116215     0.166546   0.0818039   0.0781038      0.904167     0.9375                       0
  419 │  0.162626    0.169187     0.133882      0.0833369    0.111215     0.161546   0.0818039   0.0781038      0.904167     1.0                          1
  420 │  0.162626    0.169187     0.133882      0.0833369    0.111215     0.166546   0.0818039   0.0781038      0.904167     1.0                          1
  421 │  0.157626    0.174187     0.133882      0.0833369    0.116215     0.166546   0.0818039   0.0781038      0.904167     1.0                          1
  422 │  0.162626    0.169187     0.133882      0.0833369    0.116215     0.171546   0.0818039   0.0781038      0.904167     0.96875                      0
  423 │  0.162626    0.169187     0.133882      0.0833369    0.116215     0.166546   0.0818039   0.0831038      0.904167     0.9375                       0
  424 │  0.167626    0.169187     0.133882      0.0833369    0.116215     0.166546   0.0818039   0.0781038      0.904167     0.96875                      0
  425 │  0.143331    0.092875     0.163139      0.00444503   0.185335     0.137078   0.0770766   0.0910401      0.904167     0.9375                       0
  426 │  0.148331   -0.912125     0.163139      0.00444503   0.185335     0.137078   0.0770766   0.0910401      0.904167     1.0                          2
  427 │  0.148331    0.087875     0.163139      0.00444503   0.185335     0.137078   0.0770766   0.0910401      0.904167     0.96875                      0
  428 │  0.148331    0.087875     0.163139      0.00444503   0.190335     0.132078   0.0770766   0.0910401      0.904167     1.0                          1
  429 │  0.148331    0.087875     0.163139      0.00444503   0.185335     0.137078   0.0820766   0.0960401      0.904167     0.9375                       0
  430 │  0.148331    0.087875     1.16314      -0.00055497   0.185335     0.137078   0.0770766   0.0910401      0.904167     0.9375                       0
  431 │  1.14833     0.087875     0.163139      0.00444503   0.185335     0.137078   0.0770766   0.0910401      0.904167     0.9375                       0
  432 │  1.14833     1.08787      0.163139      0.00444503   0.185335     0.137078   0.0770766   0.0910401      0.904167     0.9375                       0
