Starting fitting with 32 workers on previous 1000 parameter combinations...

=== 1000 Iterations Results ===
Total experiments: 1500

Top 1000 results by MeanFitness:
1000×11 DataFrame
  Row │ NewLayer    RemoveLayer  NewNeuron    RemoveNeuron  NewRule     RemoveRule  NewInput    RemoveInput  MeanFitness  MaxFitness  SuccessfulSimulations
      │ Float64     Float64      Float64      Float64       Float64     Float64     Float64     Float64      Float64      Float64     UInt16
──────┼─────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
  433 │  0.148331    0.087875     1.16314       1.00445      0.185335     0.137078   0.0770766   0.0910401      0.904167     0.9375                       0
  434 │  0.0547396   0.0227965   -0.992606      0.194724     0.160364     0.182053   0.144495    0.0779669      0.904167     0.9375                       0
  435 │  0.0547396   0.0227965    0.00739434    0.189724     0.160364     0.182053   0.139495    0.0779669      0.904167     1.0                          1
  436 │  0.0547396   0.0227965    0.0123943    -0.810276     0.160364     0.182053   0.144495    0.0779669      0.904167     0.9375                       0
  437 │  0.0547396   0.0227965    0.00739434    0.189724     0.160364     0.182053   0.149495   -0.922033       0.904167     0.9375                       0
  438 │ -0.910851   -0.877424     0.0148985     0.0771466    0.158136     0.13053    0.183831    0.094325       0.904167     0.96875                      0
  439 │  0.0891494   0.122576     0.0098985     0.0821466    0.158136     0.13053    0.183831    0.094325       0.904167     1.0                          1
  440 │  0.0891494   0.122576     0.0148985     0.0771466    0.158136     0.13053    0.178831    0.099325       0.904167     0.96875                      0
  441 │  0.0941494   0.127576     0.0148985     0.0771466    0.158136     0.13053    0.183831    0.094325       0.904167     0.9375                       0
  442 │  0.0891494   0.122576     0.0198985     0.0821466    0.158136     0.13053    0.183831    0.094325       0.904167     0.96875                      0
  443 │ -0.838061    0.100187     0.15573       0.0175013    0.103173     0.135464   0.116401    0.0775203      0.904167     0.9375                       0
  444 │  0.161939    0.105187     0.15573       0.0175013    0.098173     0.135464   0.116401    0.0775203      0.904167     0.96875                      0
  445 │  0.161939    0.105187     0.15573       0.0175013    0.103173    -0.864536   0.116401    0.0775203      0.904167     0.9375                       0
  446 │  0.161939    0.105187     0.16073       0.0125013    0.103173     0.135464   0.116401    0.0775203      0.904167     1.0                          1
  447 │  0.166939    0.105187     0.15573       0.0175013    0.103173     0.135464   0.116401    0.0775203      0.904167     0.9375                       0
  448 │  0.166939    0.110187     0.15573       0.0175013    0.103173     0.135464   0.116401    0.0775203      0.904167     0.9375                       0
  449 │  0.161939    0.105187     0.15573       0.0175013    0.103173     0.135464   0.121401    0.0825203      0.904167     0.96875                      0
  450 │  0.135552    0.00752417   0.121423      0.0586438    0.159795     0.161512  -0.932291    0.0650219      0.904167     0.96875                      0
  451 │  0.135552    0.00752417   0.121423      0.0586438    0.159795     0.161512  -0.932291    0.0700219      0.904167     1.0                          1
  452 │  0.130552    0.0125242    0.121423      0.0586438    0.159795     0.161512   0.0677093   0.0650219      0.904167     0.96875                      0
  453 │  0.135552    0.00752417   0.121423      0.0586438    0.154795     0.166512   0.0677093   0.0650219      0.904167     1.0                          1
  454 │  0.135552    0.00752417   0.121423      0.0586438    0.159795     0.161512   0.0627093   0.0700219      0.904167     1.0                          1
  455 │  0.135552    0.00752417   0.121423      0.0636438    0.159795     0.161512   0.0677093   0.0650219      0.904167     0.9375                       0
  456 │  0.140552    0.0125242    0.121423      0.0586438    0.159795     0.161512   0.0677093   0.0650219      0.904167     0.96875                      0
  457 │  0.135552    0.00752417   1.12142       1.05864      0.159795     0.161512   0.0677093   0.0650219      0.904167     0.9375                       0
  458 │  0.0594573   0.0668547    0.00295792   -0.94974      0.195434     0.150861   0.151906    0.10853        0.904167     0.96875                      0
  459 │  0.0594573  -0.933145     0.00795792    0.0502602    0.195434     0.150861   0.151906    0.10853        0.904167     0.9375                       0
  460 │  0.0594573   0.0668547    0.00795792    0.0502602    0.195434     0.150861   0.151906    0.10853        0.904167     0.96875                      0
  461 │  0.0594573   0.0718547    0.00795792    0.0502602    0.195434     0.150861   0.151906    0.10853        0.904167     0.96875                      0
  462 │  0.0594573   0.0668547    0.00795792    0.0502602    0.195434     0.150861   0.156906   -0.89147        0.904167     0.9375                       0
  463 │ -0.817256   -0.942054     0.188879      0.00834448   0.191051     0.146533   0.186267    0.0744286      0.904167     0.96875                      0
  464 │  0.182744    0.0579462    0.188879      0.00834448   0.191051     0.146533  -0.813733    0.0744286      0.904167     0.9375                       0
  465 │  0.182744    0.0579462    0.188879      0.00334448   0.191051     0.146533   0.186267    0.0744286      0.904167     0.96875                      0
  466 │  0.182744    0.0579462    0.188879      0.00834448   0.191051     0.151533   0.186267    0.0744286      0.904167     0.96875                      0
  467 │  0.182744    0.0579462    0.188879      0.00834448   0.191051     0.146533   0.186267    0.0794286      0.904167     0.9375                       0
  468 │  0.187744    0.0629462    0.188879      0.00834448   0.191051     0.146533   0.186267    0.0744286      0.904167     0.9375                       0
  469 │  0.182744    0.0579462    0.188879      0.00834448   0.196051     0.151533   0.186267    0.0744286      0.904167     0.9375                       0
  470 │  1.18274     0.0629462    0.188879      0.00834448   0.191051     0.146533   0.186267    0.0744286      0.904167     0.9375                       0
  471 │  0.12769     0.0282001    0.147246      0.0526225    0.0546398    0.180279  -0.908964   -0.90562        0.902083     0.96875                      0
  472 │  0.12769     0.0282001    0.147246      0.0526225    0.0546398    0.180279  -0.908964    0.0943802      0.902083     1.0                          1
  473 │  0.12769     0.0282001    0.147246      0.0526225    0.0496398   -0.819721   0.0910361   0.0943802      0.902083     0.96875                      0
  474 │  0.12769     0.0282001    0.147246      0.0526225    0.0546398    0.180279   0.0910361   0.0943802      0.902083     0.96875                      0
  475 │  0.13269     0.0232001    0.147246      0.0526225    0.0546398    0.180279   0.0910361   0.0943802      0.902083     0.96875                      0
  476 │  0.13269     0.0332001    0.147246      0.0526225    0.0546398    0.180279   0.0910361   0.0943802      0.902083     0.96875                      0
  477 │  0.12769     0.0282001    0.147246      0.0526225    0.0596398    0.185279   0.0910361   0.0943802      0.902083     0.9375                       0
  478 │  1.12769     0.0332001    0.147246      0.0526225    0.0546398    0.180279   0.0910361   0.0943802      0.902083     0.96875                      0
  479 │  0.12769     0.0282001    1.14725       1.05262      0.0546398    0.180279   0.0910361   0.0943802      0.902083     1.0                          1
  480 │  0.152156    0.111746    -0.996782      0.118535     0.121457     0.116945   0.0810814   0.0397341      0.902083     1.0                          1
  481 │  0.152156    0.111746     0.00321785    0.128535     0.121457     0.116945   0.0810814   0.0397341      0.902083     0.96875                      0
  482 │  0.152156    0.111746     0.00321785    0.123535     0.121457     0.116945   0.0810814   0.0447341      0.902083     0.9375                       0
  483 │  0.152156    0.111746     0.00821785    0.123535     0.121457     0.116945   0.0810814   0.0397341      0.902083     0.96875                      0
  484 │  1.15216    -0.888254     0.00321785    0.123535     0.121457     0.116945   0.0810814   0.0397341      0.902083     0.9375                       0
  485 │  1.15216     0.111746     0.00321785    0.123535     0.121457     0.116945   0.0810814   0.0397341      0.902083     0.96875                      0
  486 │  0.152156    0.111746     1.00322       0.128535     0.121457     0.116945   0.0810814   0.0397341      0.902083     0.96875                      0
  487 │  0.182333    0.122338     0.123909      0.146437     0.0965279    0.187423   0.0744977  -0.9931         0.902083     0.96875                      0
  488 │  0.182333    0.122338     0.118909      0.146437     0.0965279    0.187423   0.0794977   0.00690045     0.902083     0.96875                      0
  489 │  0.177333    0.127338     0.123909      0.146437     0.0965279    0.187423   0.0794977   0.00690045     0.902083     0.9375                       0
  490 │  0.182333    0.122338     0.123909      0.146437     0.101528    -0.812577   0.0794977   0.00690045     0.902083     0.9375                       0
  491 │  0.182333    0.122338     0.123909      0.146437     0.0965279    0.187423   0.0844977   0.00190045     0.902083     0.96875                      0
  492 │  0.182333    0.122338     1.12391       0.146437     0.0965279    0.187423   0.0794977   0.00690045     0.902083     0.96875                      0
  493 │ -0.816665    0.130354     0.0449128     0.0897412    0.121659     0.186293   0.0852727   0.0883816      0.902083     0.96875                      0
  494 │  0.183335    0.125354     1.04491       0.0897412    0.121659     0.186293   0.0852727   0.0883816      0.902083     0.9375                       0
  495 │  0.0814545   0.0745212    0.158857      0.00540739  -0.865357     0.098979   0.0715813   0.0324708      0.902083     1.0                          1
  496 │  0.0814545   0.0745212    0.158857      0.00540739   0.134643     0.103979  -0.928419    0.0324708      0.902083     0.9375                       0
  497 │ -0.918546    0.0795212    0.158857      0.00540739   0.134643     0.103979   0.0715813   0.0324708      0.902083     0.9375                       0
  498 │  0.0814545   0.0745212    0.158857      0.00540739   0.134643     0.103979   0.0665813   0.0274708      0.902083     0.96875                      0
  499 │  0.0764545   0.0795212    0.158857      0.00540739   0.134643     0.103979   0.0715813   0.0324708      0.902083     0.96875                      0
  500 │  0.0814545   0.0745212    0.158857      0.00540739   0.134643     0.108979   0.0715813   0.0324708      0.902083     1.0                          2
  501 │  0.0279274   0.017226     0.141449      0.0148304    0.123898     0.188252   0.0249218   0.0339143      0.902083     0.96875                      0
  502 │  0.0279274   0.017226     0.141449      0.0148304    0.123898     0.188252   0.0249218   0.0439143      0.902083     0.96875                      0
  503 │  0.0279274   0.012226     0.141449      0.0148304    0.123898     0.188252   0.0299218   0.0389143      0.902083     1.0                          1
  504 │  0.0279274   0.017226     0.141449      0.0198304    0.123898     0.188252   0.0299218   0.0389143      0.902083     1.0                          1
  505 │  0.0279274   0.017226     0.141449      0.0148304    0.123898     0.188252   0.0299218   0.0439143      0.902083     0.96875                      0
  506 │  0.0279274   0.017226     0.146449      0.0098304    0.123898     0.188252   0.0299218   0.0389143      0.902083     1.0                          1
  507 │  0.0279274   0.017226     0.141449      0.0148304    0.128898     0.188252   0.0299218   0.0389143      0.902083     0.96875                      0
  508 │  0.0279274   0.017226     1.14145       0.0098304    0.123898     0.188252   0.0299218   0.0389143      0.902083     1.0                          2
  509 │  0.161791    0.0343425    0.0965648     0.044201     0.1384       0.128013   0.133041    0.146628       0.902083     0.96875                      0
  510 │  0.161791    0.0343425    0.0965648     0.044201     0.1434       0.133013   0.128041    0.141628       0.902083     1.0                          1
  511 │  0.156791    0.0343425    0.0965648     0.044201     0.1434       0.133013   0.133041    0.146628       0.902083     0.96875                      0
  512 │  0.161791    0.0343425    0.0965648     0.044201     0.1434       0.133013   0.133041    0.146628       0.902083     0.9375                       0
  513 │  0.157626    0.169187     0.133882      0.0833369    0.116215     0.166546   0.0818039   0.0781038      0.902083     0.9375                       0
  514 │  0.162626    0.169187     0.133882      0.0833369    0.116215     0.161546   0.0818039   0.0781038      0.902083     0.96875                      0
  515 │  0.162626    0.169187     0.133882      0.0833369    0.121215     0.161546   0.0818039   0.0781038      0.902083     0.96875                      0
  516 │  1.16263     0.164187     0.133882      0.0833369    0.116215     0.166546   0.0818039   0.0781038      0.902083     0.9375                       0
  517 │  0.162626    0.169187     1.13388       1.08334      0.116215     0.166546   0.0818039   0.0781038      0.902083     0.9375                       0
  518 │  0.148331    0.087875    -0.836861     -0.995555     0.185335     0.137078   0.0770766   0.0910401      0.902083     0.96875                      0
  519 │ -0.851669    0.082875     0.163139      0.00444503   0.185335     0.137078   0.0770766   0.0910401      0.902083     0.96875                      0
  520 │  0.143331    0.087875     0.163139      0.00444503   0.185335     0.137078   0.0770766   0.0910401      0.902083     0.96875                      0
  521 │  0.148331    0.087875     0.163139      0.00444503   0.185335     0.142078   0.0770766   0.0910401      0.902083     0.9375                       0
  522 │  0.153331   -0.912125     0.163139      0.00444503   0.185335     0.137078   0.0770766   0.0910401      0.902083     0.96875                      0
  523 │  0.148331    0.087875     0.163139      0.00444503   0.190335     0.137078   0.0770766   0.0910401      0.902083     1.0                          1
  524 │  0.148331    0.087875     1.16314       0.00944503   0.185335     0.137078   0.0770766   0.0910401      0.902083     1.0                          1
  525 │  0.0547396   0.0227965   -0.992606     -0.810276     0.160364     0.182053   0.144495    0.0779669      0.902083     0.96875                      0
  526 │ -0.94526     0.0277965    0.00739434    0.189724     0.160364     0.182053   0.144495    0.0779669      0.902083     1.0                          1
  527 │  0.0891494   0.122576    -0.985101      0.0721466    0.158136     0.13053    0.183831    0.094325       0.902083     0.96875                      0
  528 │  0.0891494   0.122576     0.0148985    -0.922853     0.158136     0.13053    0.183831    0.094325       0.902083     0.9375                       0
  529 │  0.161939    0.105187     0.15573       0.0175013    0.103173     0.135464  -0.883599    0.0775203      0.902083     0.96875                      0
  530 │  0.161939    0.105187     0.15573       0.0175013   -0.896827     0.140464   0.116401    0.0775203      0.902083     0.96875                      0
  531 │  0.161939    0.105187     0.15573      -0.982499     0.103173     0.135464   0.116401    0.0775203      0.902083     0.96875                      0
  532 │  0.161939    0.105187     0.15573       0.0175013    0.103173     0.135464   0.116401   -0.92248        0.902083     0.9375                       0
  533 │  0.161939    0.105187     0.15573       0.0175013    0.103173     0.135464   0.116401    0.0775203      0.902083     1.0                          1
  534 │  0.161939    0.110187     0.15573       0.0175013    0.103173     0.135464   0.116401    0.0775203      0.902083     0.9375                       0
  535 │  0.166939    0.100187     0.15573       0.0175013    0.103173     0.135464   0.116401    0.0775203      0.902083     0.9375                       0
  536 │  0.161939    0.105187     1.15573       0.0125013    0.103173     0.135464   0.116401    0.0775203      0.902083     0.96875                      0
  537 │ -0.864448   -0.992476     0.121423      0.0586438    0.159795     0.161512   0.0677093   0.0650219      0.902083     1.0                          1
  538 │  0.135552    0.00752417   0.121423      0.0586438    0.159795     0.161512  -0.932291   -0.934978       0.902083     0.96875                      0
  539 │  0.135552    0.00752417   0.121423      0.0586438   -0.840205     0.166512   0.0677093   0.0650219      0.902083     1.0                          1
  540 │  0.135552    0.00752417   0.121423      0.0586438    0.159795     0.161512   0.0627093  -0.934978       0.902083     0.96875                      0
  541 │  0.135552    0.00752417   0.126423     -0.941356     0.159795     0.161512   0.0677093   0.0650219      0.902083     1.0                          1
  542 │  0.140552    0.00252417   0.121423      0.0586438    0.159795     0.161512   0.0677093   0.0650219      0.902083     0.96875                      0
  543 │  0.135552    0.00752417   0.121423      0.0586438    0.164795     0.166512   0.0677093   0.0650219      0.902083     0.9375                       0
  544 │  0.0594573   0.0668547    0.00795792    0.0502602    0.195434     0.150861   0.146906   -0.89147        0.902083     0.96875                      0
  545 │  0.0594573   0.0668547    0.00795792    0.0502602    0.195434     0.150861   0.151906   -0.89147        0.902083     0.96875                      0
  546 │  0.0644573  -0.933145     0.00795792    0.0502602    0.195434     0.150861   0.151906    0.10853        0.902083     0.9375                       0
  547 │  0.0644573   0.0618547    0.00795792    0.0502602    0.195434     0.150861   0.151906    0.10853        0.902083     1.0                          1
  548 │  0.0594573   0.0668547    1.00796       0.0452602    0.195434     0.150861   0.151906    0.10853        0.902083     0.96875                      0
  549 │  0.182744    0.0579462   -0.811121      0.00834448   0.191051     0.146533   0.186267    0.0744286      0.902083     0.9375                       0
  550 │  0.182744    0.0579462    0.183879     -0.991656     0.191051     0.146533   0.186267    0.0744286      0.902083     0.9375                       0
  551 │  0.182744    0.0579462    0.188879      0.00834448   0.186051    -0.853467   0.186267    0.0744286      0.902083     1.0                          1
  552 │  0.182744    0.0579462    0.183879      0.00334448   0.191051     0.146533   0.186267    0.0744286      0.902083     0.96875                      0
  553 │  0.182744    0.0579462    0.188879      0.00834448   0.186051     0.141533   0.186267    0.0744286      0.902083     0.9375                       0
  554 │  0.177744    0.0579462    0.188879      0.00834448   0.191051     0.146533   0.186267    0.0744286      0.902083     0.96875                      0
  555 │  0.177744    1.05795      0.188879      0.00834448   0.191051     0.146533   0.186267    0.0744286      0.902083     1.0                          1
  556 │  0.182744    0.0579462    0.188879      0.00834448   0.191051     0.141533   0.186267    0.0744286      0.902083     0.96875                      0
  557 │  0.182744    0.0579462    0.188879      0.00834448   0.191051     0.146533   0.191267    0.0694286      0.902083     0.96875                      0
  558 │  0.12769     0.0282001    0.147246      0.0526225    0.0496398    0.180279   0.0910361   0.0943802      0.9          1.0                          1
  559 │  0.12769     0.0282001    0.147246      0.0526225    0.0546398    0.180279   0.0860361   0.0943802      0.9          0.96875                      0
  560 │  0.12769     0.0282001    0.147246      0.0526225    0.0546398    0.180279   0.0910361  -0.90562        0.9          0.9375                       0
  561 │  0.12769     0.0282001    0.147246      0.0526225    0.0546398    0.180279   0.0910361   0.0893802      0.9          0.9375                       0
  562 │  0.12769     0.0282001    0.147246      0.0576225    0.0546398    0.180279   0.0910361   0.0943802      0.9          0.96875                      0
  563 │  0.13269     0.0282001    0.147246      0.0526225    0.0546398    0.180279   0.0910361   0.0943802      0.9          0.96875                      0
  564 │  0.152156    0.111746     0.00321785    0.123535     0.116457     0.116945   0.0810814   0.0397341      0.9          1.0                          1
  565 │  0.152156    0.111746    -0.00178215    0.128535     0.121457     0.116945   0.0810814   0.0397341      0.9          0.9375                       0
  566 │  0.152156    0.111746     0.00321785    0.123535     0.121457     0.116945   0.0810814  -0.960266       0.9          1.0                          1
  567 │  0.152156    0.111746     0.00321785    0.118535     0.121457     0.116945   0.0810814   0.0397341      0.9          0.96875                      0
  568 │  0.152156    0.116746     0.00321785    0.123535     0.121457     0.116945   0.0810814   0.0397341      0.9          0.96875                      0
  569 │  0.152156    0.111746     0.00321785    0.123535     0.126457     0.116945   0.0810814   0.0397341      0.9          0.96875                      0
  570 │  0.152156    0.111746     1.00322       0.123535     0.121457     0.116945   0.0810814   0.0397341      0.9          0.96875                      0
  571 │  1.15216     0.116746     0.00321785    0.123535     0.121457     0.116945   0.0810814   0.0397341      0.9          0.96875                      0
  572 │  0.152156    0.111746     1.00322       1.12353      0.121457     0.116945   0.0810814   0.0397341      0.9          1.0                          1
  573 │  0.152156    0.111746     0.00321785    0.123535     0.121457     0.116945   1.08108     1.03973        0.9          0.9375                       0
  574 │  0.182333    0.122338     0.123909      0.146437    -0.903472     0.182423   0.0794977   0.00690045     0.9          0.96875                      0
  575 │  0.182333    0.122338     0.123909      0.146437     0.0965279    0.187423  -0.920502    0.00690045     0.9          0.9375                       0
  576 │  0.182333    0.122338     0.123909      0.146437     0.0915279   -0.812577   0.0794977   0.00690045     0.9          0.96875                      0
  577 │  0.182333    0.122338     0.123909      0.146437     0.0965279    0.187423   0.0744977   0.00190045     0.9          0.96875                      0
  578 │  0.182333    0.122338     0.123909      0.146437     0.0965279    0.187423   0.0744977   0.00690045     0.9          1.0                          1
  579 │  0.182333    0.122338     0.123909      0.146437     0.0965279    0.187423   0.0794977   0.00190045     0.9          0.9375                       0
  580 │  0.182333    0.122338     0.128909      0.141437     0.0965279    0.187423   0.0794977   0.00690045     0.9          0.9375                       0
  581 │  0.182333    0.122338     1.12391      -0.853563     0.0965279    0.187423   0.0794977   0.00690045     0.9          0.9375                       0
  582 │  0.182333    0.122338     1.12391       1.14644      0.0965279    0.187423   0.0794977   0.00690045     0.9          0.9375                       0
  583 │ -0.816665    1.12535      0.0449128     0.0897412    0.121659     0.186293   0.0852727   0.0883816      0.9          0.96875                      0
  584 │  0.183335    0.125354     0.0449128     0.0897412    0.121659     0.186293   0.0852727  -0.911618       0.9          0.9375                       0
  585 │  0.183335    0.125354     0.0449128     0.0897412    0.121659     0.186293   0.0852727   0.0833816      0.9          0.96875                      0
  586 │  0.183335    0.125354     0.0449128     0.0897412    0.121659     0.186293   0.0852727   0.0883816      0.9          0.96875                      0
  587 │  0.183335    0.125354     0.0449128     0.0897412    0.121659     0.186293   1.08527     0.0883816      0.9          0.9375                       0
  588 │  0.0814545   0.0745212    0.158857      0.00540739   0.134643     0.103979   0.0715813   0.0324708      0.9          0.96875                      0
  589 │  0.0814545   0.0745212    0.158857      0.00540739   0.134643     0.103979   0.0765813  -0.967529       0.9          1.0                          1
  590 │  0.0279274   0.017226     0.141449      0.0148304    0.123898     0.188252   0.0249218   0.0389143      0.9          0.96875                      0
  591 │  0.0279274   0.017226     0.146449     -0.98517      0.123898     0.188252   0.0299218   0.0389143      0.9          0.96875                      0
  592 │  0.0279274   0.017226     0.141449      0.0148304    0.128898     0.183252   0.0299218   0.0389143      0.9          1.0                          1
  593 │  0.0279274   0.017226     0.141449      0.0148304    0.123898     0.188252   1.02992     0.0339143      0.9          0.90625                      0
  594 │  0.161791    0.0343425    0.0965648     0.044201     0.1434       0.133013  -0.866959    0.141628       0.9          0.96875                      0
  595 │  0.161791    0.0343425    0.0965648     0.044201     0.1384       0.133013   0.133041    0.146628       0.9          0.96875                      0
  596 │  0.161791    0.0343425    0.0965648     0.044201     0.1434       0.133013   0.138041    0.141628       0.9          0.96875                      0
  597 │  0.161791    0.0343425    0.0965648     0.044201     0.1484       0.138013   0.133041    0.146628       0.9          0.9375                       0
  598 │  0.162626    0.169187     0.133882      0.0833369    0.116215     0.166546  -0.918196   -0.921896       0.9          1.0                          1
  599 │  0.162626    0.169187    -0.866118      0.0883369    0.116215     0.166546   0.0818039   0.0781038      0.9          0.96875                      0
  600 │  0.162626    0.169187     0.133882      0.0833369    0.116215     0.166546   0.0768039  -0.921896       0.9          0.96875                      0
  601 │  0.162626    0.169187     0.133882      0.0833369    0.116215     0.166546   0.0768039   0.0731038      0.9          0.96875                      0
  602 │  0.162626    0.169187     0.133882      0.0833369    0.116215     0.166546   0.0818039   0.0781038      0.9          0.96875                      0
  603 │  0.162626    0.169187     0.133882      0.0833369    0.116215     0.166546   0.0868039   0.0781038      0.9          1.0                          1
  604 │  0.167626    0.174187     0.133882      0.0833369    0.116215     0.166546   0.0818039   0.0781038      0.9          0.9375                       0
  605 │  1.16263     0.174187     0.133882      0.0833369    0.116215     0.166546   0.0818039   0.0781038      0.9          0.96875                      0
  606 │ -0.851669    0.092875     0.163139      0.00444503   0.185335     0.137078   0.0770766   0.0910401      0.9          0.9375                       0
  607 │  0.148331    0.087875     0.163139      0.00444503   0.185335     0.137078   0.0720766   0.0860401      0.9          0.96875                      0
  608 │  0.148331    0.087875     0.163139      0.00444503   0.185335     0.137078   0.0770766   0.0910401      0.9          0.96875                      0
  609 │  0.148331    0.087875     0.163139      0.00444503   0.185335     0.137078   1.07708     1.09104        0.9          0.9375                       0
  610 │  0.0547396   0.0227965   -0.992606      0.189724     0.160364     0.182053   0.144495    0.0779669      0.9          0.9375                       0
  611 │  0.0497396   0.0177965    0.00739434    0.189724     0.160364     0.182053   0.144495    0.0779669      0.9          0.9375                       0
  612 │  0.0547396   0.0227965    0.00739434    0.189724     0.155364     0.177053   0.144495    0.0779669      0.9          0.9375                       0
  613 │  0.0547396   0.0227965    0.0123943     0.194724     0.160364     0.182053   0.144495    0.0779669      0.9          0.96875                      0
  614 │  0.0547396   0.0227965    0.00739434    0.189724     0.160364     0.182053   1.1445      0.0829669      0.9          0.9375                       0
  615 │  0.0547396   0.0227965    0.00739434    0.189724     0.160364     0.182053   1.1445      1.07797        0.9          0.9375                       0
  616 │  0.0891494   0.122576     0.0148985     0.0771466    0.158136     0.13053    0.178831    0.089325       0.9          0.9375                       0
  617 │  0.0891494   0.122576     0.0148985     0.0771466    0.153136     0.13553    0.183831    0.094325       0.9          0.96875                      0
  618 │  0.0891494   0.122576     0.0148985     0.0771466    0.158136     0.13053    0.183831    0.094325       0.9          0.9375                       0
  619 │  0.0891494   0.122576     0.0148985     0.0771466    0.163136     0.12553    0.183831    0.094325       0.9          0.96875                      0
  620 │  0.0891494   0.122576     1.0149       -0.922853     0.158136     0.13053    0.183831    0.094325       0.9          0.9375                       0
  621 │ -0.838061   -0.894813     0.15573       0.0175013    0.103173     0.135464   0.116401    0.0775203      0.9          0.96875                      0
  622 │  0.161939    0.105187     0.15573       0.0175013    0.103173     0.135464  -0.883599    0.0725203      0.9          0.96875                      0
  623 │ -0.838061    0.105187     0.15573       0.0175013    0.103173     0.135464   0.116401    0.0775203      0.9          0.9375                       0
  624 │  0.161939    0.105187     0.15573       0.0175013    0.103173     0.130464   0.116401    0.0775203      0.9          0.96875                      0
  625 │  0.161939    0.105187     0.15573       0.0175013    0.103173     0.135464   0.116401    0.0825203      0.9          1.0                          1
  626 │  0.166939    1.10519      0.15573       0.0175013    0.103173     0.135464   0.116401    0.0775203      0.9          0.9375                       0
  627 │  0.161939    0.105187     1.15573      -0.982499     0.103173     0.135464   0.116401    0.0775203      0.9          0.96875                      0
  628 │  0.161939    0.105187     1.15573       0.0175013    0.103173     0.135464   0.116401    0.0775203      0.9          0.9375                       0
  629 │  0.135552    0.00752417   0.121423      0.0586438    0.154795     0.161512   0.0677093   0.0650219      0.9          0.96875                      0
  630 │  0.135552    0.00752417   0.121423      0.0586438    0.159795     0.161512   0.0677093  -0.934978       0.9          0.9375                       0
  631 │  0.0594573   0.0668547   -0.992042      0.0502602    0.195434     0.150861   0.151906    0.10853        0.9          0.96875                      0
  632 │  0.0594573   0.0668547    0.00795792    0.0502602   -0.804566     0.155861   0.151906    0.10853        0.9          1.0                          1
  633 │  0.0594573   0.0668547    0.00795792    0.0502602    0.195434     0.150861   0.146906    0.10853        0.9          0.9375                       0
  634 │  0.0594573   0.0668547    0.00295792    0.0552602    0.195434     0.150861   0.151906    0.10853        0.9          0.96875                      0
  635 │  0.0594573   0.0668547    0.00795792    0.0502602    0.190434     0.155861   0.151906    0.10853        0.9          0.96875                      0
  636 │  0.0594573   0.0618547    0.00795792    0.0502602    0.195434     0.150861   0.151906    0.10853        0.9          1.0                          1
  637 │  0.0594573   0.0668547    0.00795792    0.0452602    0.195434     0.150861   0.151906    0.10853        0.9          1.0                          1
  638 │  0.0594573   0.0668547    0.00795792    0.0502602    0.195434     0.150861   0.151906    0.10853        0.9          0.9375                       0
  639 │  1.05946    -0.933145     0.00795792    0.0502602    0.195434     0.150861   0.151906    0.10853        0.9          0.9375                       0
  640 │  0.0594573   0.0668547    1.00796      -0.94974      0.195434     0.150861   0.151906    0.10853        0.9          0.9375                       0
  641 │  0.0594573   0.0668547    1.00796       0.0552602    0.195434     0.150861   0.151906    0.10853        0.9          0.9375                       0
  642 │ -0.817256    0.0629462    0.188879      0.00834448   0.191051     0.146533   0.186267    0.0744286      0.9          0.96875                      0
  643 │  0.182744    0.0579462   -0.811121      0.0133445    0.191051     0.146533   0.186267    0.0744286      0.9          0.96875                      0
  644 │  0.182744    0.0579462    0.188879      0.00834448   0.191051     0.146533  -0.813733    0.0794286      0.9          0.96875                      0
  645 │ -0.817256    1.05795      0.188879      0.00834448   0.191051     0.146533   0.186267    0.0744286      0.9          0.9375                       0
  646 │  0.182744    0.0579462    0.188879      0.00834448   0.191051    -0.853467   0.186267    0.0744286      0.9          0.9375                       0
  647 │  0.182744    0.0579462    0.188879      0.00834448   0.191051     0.146533   0.186267   -0.925571       0.9          0.96875                      0
  648 │  0.182744    0.0579462    0.188879      0.00834448   0.191051     0.146533   0.186267    0.0694286      0.9          0.9375                       0
  649 │  0.182744    0.0579462    0.188879      0.00834448   0.191051     0.146533   0.186267    0.0744286      0.9          1.0                          1
  650 │  0.182744    0.0579462    0.188879      0.00834448   0.191051     0.146533   0.191267   -0.925571       0.9          0.96875                      0
  651 │  0.182744    0.0579462    0.193879      0.00834448   0.191051     0.146533   0.186267    0.0744286      0.9          0.9375                       0
  652 │  0.182744    0.0579462    0.193879      0.0133445    0.191051     0.146533   0.186267    0.0744286      0.9          0.96875                      0
  653 │  1.18274     1.05795      0.188879      0.00834448   0.191051     0.146533   0.186267    0.0744286      0.9          0.9375                       0
  654 │ -0.87231    -0.9718       0.147246      0.0526225    0.0546398    0.180279   0.0910361   0.0943802      0.897917     0.96875                      0
  655 │  0.12769     0.0282001   -0.852754     -0.947377     0.0546398    0.180279   0.0910361   0.0943802      0.897917     0.9375                       0
  656 │ -0.87231     0.0232001    0.147246      0.0526225    0.0546398    0.180279   0.0910361   0.0943802      0.897917     0.96875                      0
  657 │  0.12769     0.0282001   -0.852754      0.0476225    0.0546398    0.180279   0.0910361   0.0943802      0.897917     0.96875                      0
