Starting fitting with 32 workers on previous 1000 parameter combinations...

=== 1000 Iterations Results ===
Total experiments: 5000

Top 1000 results by MeanFitness:
1000×11 DataFrame
  Row │ NewLayer   RemoveLayer  NewNeuron    RemoveNeuron  NewRule      RemoveRule  NewInput    RemoveInput  MeanFitness  MaxFitness  SuccessfulSimulations
      │ Float64    Float64      Float64      Float64       Float64      Float64     Float64     Float64      Float64      Float64     UInt16
──────┼─────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
  157 │ 0.209681   0.0403053    0.150901      0.00776316   0.0711529     0.13055    0.109357     0.0819454      0.922917     0.96875                      0
  158 │ 0.164247   0.0488587    0.0841461     0.041359     0.14323       0.164983   0.0239963    0.0262152      0.922917     0.96875                      0
  159 │ 0.136724   0.0127853    0.116152      0.0340845    0.130805      0.15591    0.0905334    0.0667645      0.922917     0.96875                      0
  160 │ 0.139338   0.00950602   0.108489      0.0338038    0.150992      0.151939   0.093216     0.080862       0.922917     1.0                          2
  161 │ 0.138345   0.0          0.114605      0.0503345    0.139599      0.151247   0.100004     0.0691847      0.922917     1.0                          2
  162 │ 0.132746   0.0          0.104088      0.037554     0.15402       0.155782   0.0976463    0.082578       0.922917     0.96875                      0
  163 │ 0.146763   0.0119741    0.10134       0.0282715    0.139422      0.165942   0.089485     0.0709459      0.922917     0.96875                      0
  164 │ 0.141467   0.00110076   0.0999725     0.0391914    0.139156      0.168892   0.0760819    0.0699916      0.922917     1.0                          1
  165 │ 0.133651   0.0117748    0.128908      0.0662041    0.151684      0.156151   0.0600771    0.0584937      0.922917     0.96875                      0
  166 │ 0.137794   0.0          0.113502      0.0487794    0.139909      0.172112   0.0740539    0.0474149      0.922917     1.0                          1
  167 │ 0.130673   0.0          0.126533      0.0764376    0.150114      0.156719   0.071402     0.038809       0.922917     0.96875                      0
  168 │ 0.162618   0.146923     0.0467918     0.0825343    0.105365      0.176402   0.057999     0.0606759      0.922917     0.96875                      0
  169 │ 0.177869   0.140717     0.0500659     0.0864387    0.0903419     0.172173   0.0636211    0.0620306      0.922917     1.0                          1
  170 │ 0.171122   0.135884     0.0685318     0.0772184    0.10624       0.160153   0.0830467    0.0619335      0.922917     0.96875                      0
  171 │ 0.112081   0.0515022    0.15517       0.0          0.149796      0.101622   0.0504896    0.0314452      0.922917     1.0                          1
  172 │ 0.0248063  0.0123003    0.163505      0.0363596    0.132841      0.179906   0.0267226    0.0452921      0.922917     1.0                          1
  173 │ 0.0399211  0.0141649    0.158382      0.0132724    0.114247      0.154388   0.0262222    0.0481044      0.922917     1.0                          3
  174 │ 0.155397   0.0928237    0.177295      0.0147296    0.186719      0.124484   0.0897036    0.0847328      0.922917     1.0                          1
  175 │ 0.133372   0.0900037    0.172828      0.0          0.177713      0.161909   0.100958     0.0958866      0.922917     0.96875                      0
  176 │ 0.136827   0.0          0.123509      0.049886     0.158105      0.151881   0.0516997    0.0704561      0.922917     1.0                          2
  177 │ 0.138352   0.00838089   0.108026      0.0415661    0.16279       0.149974   0.0745419    0.0669874      0.922917     0.96875                      0
  178 │ 0.139405   0.0          0.0993869     0.0687749    0.178732      0.142905   0.071984     0.0560088      0.922917     1.0                          1
  179 │ 0.166758   0.0570362    0.0826717     0.0442784    0.160278      0.190003   0.0289798    0.0617076      0.922917     0.96875                      0
  180 │ 0.172304   0.0558462    0.0828088     0.0427765    0.154427      0.190697   0.0485853    0.0631644      0.922917     1.0                          1
  181 │ 0.154614   0.0623271    0.0877244     0.0          0.128219      0.153928   0.0          0.0293541      0.922917     1.0                          1
  182 │ 0.131816   0.0356647    0.108173      0.0557601    0.118675      0.153823   0.132226     0.146939       0.922917     0.96875                      0
  183 │ 0.178084   0.091927     0.157663      0.0101221    0.0677662     0.0820724  0.0802982    0.0530089      0.922917     1.0                          2
  184 │ 0.193635   0.0929773    0.145975      0.0          0.0589905     0.0976957  0.0819308    0.0625062      0.922917     1.0                          1
  185 │ 0.189251   0.0784657    0.163882      0.00856521   0.0477118     0.0870007  0.0726228    0.065598       0.922917     1.0                          2
  186 │ 0.175946   0.0867213    0.146825      0.0104153    0.065119      0.0759513  0.0684109    0.0750343      0.922917     1.0                          2
  187 │ 0.182463   0.156854     0.159494      4.53025e-5   0.101656      0.0960278  0.0442949    0.0506603      0.922917     1.0                          1
  188 │ 0.180474   0.176652     0.171761      0.0108145    0.105564      0.0818906  0.0510285    0.0617012      0.922917     1.0                          1
  189 │ 0.134517   0.184199     0.153167      0.08654      0.174456      0.171191   0.0864714    0.118837       0.922917     0.96875                      0
  190 │ 0.176525   0.0595459    0.107759      0.025383     0.162335      0.144259   0.0158481    0.0261219      0.920833     1.0                          1
  191 │ 0.176259   0.0470091    0.112741      0.0136784    0.148815      0.14857    0.0319638    0.0207863      0.920833     1.0                          2
  192 │ 0.178841   0.0605272    0.0893856     0.0241719    0.159091      0.151223   0.0282955    0.0238442      0.920833     1.0                          1
  193 │ 0.188966   0.0347164    0.101806      0.0306378    0.152624      0.156454   0.0125074    0.0374356      0.920833     1.0                          1
  194 │ 0.179951   0.16141      0.133455      0.0810602    0.127794      0.165029   0.089492     0.076141       0.920833     1.0                          1
  195 │ 0.183475   0.154975     0.153758      0.0712289    0.138839      0.166046   0.0937061    0.0842261      0.920833     0.96875                      0
  196 │ 0.135279   0.0105245    0.122193      0.0658134    0.14576       0.157674   0.0950516    0.0802179      0.920833     0.96875                      0
  197 │ 0.143129   0.00533464   0.119475      0.0534021    0.157314      0.154915   0.0791908    0.0781385      0.920833     1.0                          1
  198 │ 0.14026    0.0          0.130626      0.0709422    0.157703      0.161773   0.0837324    0.0691212      0.920833     0.96875                      0
  199 │ 0.186501   0.0540105    0.0178946     0.0115574    0.113671      0.0724495  0.0597988    0.046226       0.920833     0.96875                      0
  200 │ 0.212249   0.0434279    0.137631      0.00658739   0.0609578     0.141129   0.117552     0.0942428      0.920833     1.0                          2
  201 │ 0.207704   0.0485939    0.163403      0.0          0.0839843     0.128545   0.0985329    0.0902233      0.920833     0.96875                      0
  202 │ 0.206037   0.0328297    0.139131      0.00186673   0.0634537     0.14323    0.110288     0.0997433      0.920833     1.0                          1
  203 │ 0.171363   0.0757878    0.0879836     0.0342925    0.144503      0.165838   0.0220063    0.0347984      0.920833     1.0                          1
  204 │ 0.161012   0.16282      0.140157      0.108127     0.106628      0.165556   0.0599896    0.0816055      0.920833     1.0                          1
  205 │ 0.175419   0.170359     0.138561      0.0935539    0.111135      0.183166   0.0852015    0.0755184      0.920833     1.0                          1
  206 │ 0.181161   0.161653     0.147097      0.0936536    0.0999316     0.179587   0.0830206    0.0783348      0.920833     1.0                          1
  207 │ 0.166979   0.172351     0.135856      0.0859383    0.107388      0.184312   0.0624552    0.0833611      0.920833     0.96875                      0
  208 │ 0.160447   0.00432778   0.0991335     0.0462193    0.137088      0.149066   0.0955024    0.0573259      0.920833     0.96875                      0
  209 │ 0.136605   0.0149908    0.108974      0.0450786    0.142725      0.153791   0.0750086    0.0678233      0.920833     1.0                          1
